date,m-1,m0,m1,m2,m3,m4,hm0,fp,tp,dp,sprp,tm02,tm,e,v,Qp,hs,ts,h10,hmax,tz,thmax,hmaxhs,corr_H,corr_T
2016-07-21 10:00:00,-0.04,0.31,0.04,0.01,0.00,0.00,2.22,0.09,11.26,169.94,33.46,7.36,8.44,0.99,0.56,2.50,2.15,10.57,2.77,3.60,7.78,10.94,1.68,0.40,0.30
2016-07-21 11:00:00,-0.03,0.27,0.03,0.01,0.00,0.00,2.09,0.09,11.26,180.77,32.52,6.94,7.87,0.99,0.53,2.08,1.96,9.96,2.41,3.36,7.38,10.94,1.71,0.38,0.34
2016-07-21 12:00:00,-0.04,0.34,0.04,0.01,0.00,0.00,2.35,0.08,12.29,170.58,30.72,7.60,8.68,0.99,0.55,2.38,2.19,10.90,2.65,3.26,8.03,10.16,1.49,0.36,0.23
2016-07-21 13:00:00,-0.04,0.33,0.04,0.01,0.00,0.00,2.29,0.08,12.29,169.68,27.36,7.79,8.82,0.99,0.53,2.77,2.09,10.92,2.62,3.27,8.21,11.72,1.57,0.41,0.25
2016-07-21 14:00:00,-0.04,0.37,0.04,0.01,0.00,0.00,2.44,0.09,11.26,179.20,27.35,7.96,8.92,0.99,0.51,3.26,2.36,10.77,3.15,3.76,7.91,10.16,1.60,0.59,0.25
2016-07-21 15:00:00,-0.04,0.33,0.04,0.01,0.00,0.00,2.29,0.08,12.29,166.09,31.53,7.76,8.88,0.99,0.56,2.26,2.13,11.13,2.63,3.13,8.13,12.50,1.47,0.35,0.29
2016-07-21 16:00:00,-0.04,0.31,0.04,0.01,0.00,0.00,2.24,0.08,12.29,172.91,31.60,7.43,8.52,0.99,0.56,2.47,1.98,10.43,2.54,3.11,7.21,9.37,1.57,0.36,0.30
2016-07-21 17:00:00,-0.04,0.30,0.04,0.01,0.00,0.00,2.19,0.09,11.26,180.48,33.47,7.37,8.30,0.99,0.52,2.12,2.07,10.17,2.60,2.99,7.82,8.59,1.44,0.34,0.13
2016-07-21 18:00:00,-0.03,0.27,0.03,0.00,0.00,0.00,2.08,0.08,12.29,170.18,32.01,7.65,8.76,0.99,0.56,2.31,1.94,11.06,2.45,2.91,7.73,10.16,1.50,0.32,0.38
2016-07-21 19:00:00,-0.03,0.26,0.03,0.00,0.00,0.00,2.04,0.09,11.26,171.11,32.80,7.73,8.74,0.99,0.53,2.47,1.94,10.67,2.35,3.29,8.29,9.37,1.70,0.23,0.15
2016-07-21 20:00:00,-0.03,0.30,0.03,0.01,0.00,0.00,2.18,0.08,12.29,163.65,34.44,7.66,8.77,0.99,0.56,2.29,2.10,10.58,2.64,3.38,8.05,10.16,1.61,0.36,0.30
2016-07-21 21:00:00,-0.03,0.25,0.03,0.01,0.00,0.00,2.01,0.08,12.29,162.51,31.84,6.89,7.96,0.99,0.58,1.89,1.99,9.76,2.45,3.15,7.61,10.94,1.58,0.37,0.20
2016-07-21 22:00:00,-0.03,0.29,0.03,0.01,0.00,0.00,2.15,0.08,12.29,169.45,28.24,7.42,8.43,0.99,0.54,2.15,2.02,10.57,2.49,2.84,7.81,9.37,1.41,0.26,0.16
2016-07-21 23:00:00,-0.03,0.24,0.03,0.00,0.00,0.00,1.95,0.08,12.29,169.41,34.41,7.10,8.12,0.99,0.56,1.87,1.88,9.89,2.40,3.19,7.07,11.72,1.70,0.49,0.35
2016-07-22 00:00:00,-0.03,0.27,0.03,0.00,0.00,0.00,2.08,0.10,10.40,184.33,39.66,7.41,8.34,0.99,0.52,2.08,1.95,10.00,2.38,3.15,7.97,10.94,1.62,0.36,0.34
2016-07-22 01:00:00,-0.03,0.21,0.03,0.00,0.00,0.00,1.86,0.09,11.26,175.06,43.81,7.06,8.06,0.99,0.55,2.08,1.76,10.03,2.21,2.62,7.31,10.15,1.49,0.28,0.21
2016-07-22 02:00:00,-0.03,0.27,0.03,0.00,0.00,0.00,2.07,0.08,12.29,164.27,30.49,7.41,8.44,0.99,0.55,2.28,1.97,10.26,2.64,3.16,7.89,10.15,1.61,0.43,0.15
2016-07-22 03:00:00,-0.03,0.21,0.03,0.00,0.00,0.00,1.83,0.10,10.40,180.07,37.52,6.89,7.86,0.99,0.55,1.93,1.66,9.52,2.13,2.78,7.24,9.38,1.67,0.35,0.32
2016-07-22 04:00:00,-0.03,0.26,0.03,0.01,0.00,0.00,2.03,0.10,10.40,171.56,38.31,6.93,7.91,0.99,0.55,1.98,1.89,9.46,2.32,3.08,7.38,9.38,1.63,0.31,0.33
2016-07-22 05:00:00,-0.03,0.25,0.03,0.01,0.00,0.00,2.02,0.08,12.29,167.05,36.50,7.08,8.07,0.99,0.55,1.98,1.83,9.91,2.28,2.78,7.37,7.81,1.52,0.22,0.12
2016-07-22 06:00:00,-0.03,0.20,0.03,0.00,0.00,0.00,1.79,0.10,10.40,189.20,33.73,6.79,7.80,0.99,0.57,1.89,1.68,10.19,1.98,2.36,7.21,10.94,1.41,0.28,0.25
2016-07-22 07:00:00,-0.03,0.19,0.03,0.00,0.00,0.00,1.76,0.08,12.29,162.87,35.53,6.73,7.72,0.99,0.56,1.94,1.60,9.79,2.00,2.53,7.19,8.59,1.58,0.28,0.24
2016-07-22 08:00:00,-0.03,0.20,0.03,0.00,0.00,0.00,1.81,0.08,12.29,160.71,35.44,7.03,8.12,0.99,0.58,2.26,1.72,10.34,2.07,2.52,7.70,10.94,1.47,0.44,0.33
2016-07-22 09:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.49,0.09,11.26,162.20,40.50,6.19,7.16,0.99,0.58,1.80,1.41,8.88,1.86,2.60,6.43,9.38,1.84,0.24,0.15
2016-07-22 10:00:00,-0.02,0.17,0.02,0.00,0.00,0.00,1.65,0.09,11.26,156.70,32.86,6.31,7.30,0.99,0.58,1.78,1.49,9.17,1.87,2.35,6.76,10.94,1.57,0.31,0.26
2016-07-22 11:00:00,-0.02,0.19,0.02,0.00,0.00,0.00,1.74,0.09,11.26,163.14,29.18,6.54,7.58,0.99,0.59,1.93,1.57,9.13,2.06,3.13,6.42,10.94,2.00,0.37,0.35
2016-07-22 12:00:00,-0.03,0.20,0.03,0.00,0.00,0.00,1.81,0.09,11.26,170.40,32.21,6.63,7.62,0.99,0.57,2.02,1.65,9.26,2.07,2.56,6.77,10.94,1.55,0.16,0.12
2016-07-22 13:00:00,-0.03,0.19,0.03,0.00,0.00,0.00,1.77,0.09,11.26,170.31,27.00,6.64,7.48,0.99,0.52,2.27,1.65,9.13,2.05,2.40,7.07,10.15,1.46,0.30,0.28
2016-07-22 14:00:00,-0.02,0.17,0.02,0.00,0.00,0.00,1.66,0.08,12.29,157.99,37.55,6.32,7.16,0.99,0.53,1.67,1.59,9.39,1.94,2.44,6.89,9.38,1.54,0.11,0.21
2016-07-22 15:00:00,-0.03,0.21,0.03,0.00,0.00,0.00,1.84,0.09,11.26,164.35,31.22,6.82,7.75,0.99,0.54,2.11,1.69,9.41,2.18,2.54,6.85,9.38,1.51,0.32,0.28
2016-07-22 16:00:00,-0.02,0.16,0.02,0.00,0.00,0.00,1.62,0.09,11.26,166.52,29.72,6.51,7.35,0.99,0.52,1.73,1.50,9.39,1.74,2.19,7.12,10.16,1.46,0.18,0.10
2016-07-22 17:00:00,-0.03,0.20,0.03,0.00,0.00,0.00,1.79,0.09,11.26,166.17,29.22,7.01,7.88,0.99,0.51,2.13,1.69,9.46,2.12,2.70,7.52,9.38,1.59,0.29,0.22
2016-07-22 18:00:00,-0.03,0.20,0.03,0.00,0.00,0.00,1.80,0.12,8.45,205.30,29.64,6.85,7.62,0.99,0.49,2.13,1.64,9.11,2.08,2.59,7.05,8.60,1.58,0.33,0.33
2016-07-22 19:00:00,-0.03,0.20,0.03,0.00,0.00,0.00,1.77,0.12,8.45,197.07,26.87,6.99,7.67,0.99,0.45,2.13,1.63,9.19,1.97,2.29,7.05,10.15,1.40,0.38,0.23
2016-07-22 20:00:00,-0.02,0.16,0.02,0.00,0.00,0.00,1.62,0.09,11.26,167.43,29.28,6.91,7.70,0.99,0.49,2.00,1.59,9.49,2.01,3.05,7.46,9.37,1.92,0.36,0.29
2016-07-22 21:00:00,-0.02,0.20,0.02,0.00,0.00,0.00,1.78,0.09,11.26,170.30,29.61,7.13,7.92,0.99,0.48,2.22,1.65,9.20,2.12,2.75,7.36,9.38,1.66,0.34,0.31
2016-07-22 22:00:00,-0.02,0.18,0.02,0.00,0.00,0.00,1.71,0.09,11.26,163.50,33.31,6.98,7.81,0.99,0.50,2.18,1.55,9.36,1.92,2.45,7.21,8.59,1.58,0.37,0.30
2016-07-22 23:00:00,-0.02,0.15,0.02,0.00,0.00,0.00,1.56,0.09,11.26,163.40,38.19,6.87,7.63,0.99,0.48,1.99,1.43,9.01,1.74,2.04,6.60,9.37,1.43,0.37,0.36
2016-07-23 00:00:00,-0.02,0.16,0.02,0.00,0.00,0.00,1.62,0.10,9.65,169.01,34.52,6.98,7.70,0.99,0.47,2.06,1.52,9.20,1.90,2.60,7.31,8.60,1.71,0.29,0.19
2016-07-23 01:00:00,-0.03,0.20,0.03,0.00,0.00,0.00,1.79,0.10,10.40,176.73,34.27,7.19,7.85,0.99,0.44,2.28,1.62,9.19,2.01,2.52,7.64,10.15,1.55,0.38,0.30
2016-07-23 02:00:00,-0.02,0.20,0.02,0.00,0.00,0.00,1.80,0.09,11.26,170.08,32.09,7.66,8.45,0.99,0.46,3.09,1.73,9.73,2.14,2.62,8.12,8.59,1.52,0.32,0.19
2016-07-23 03:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.51,0.10,9.65,186.17,35.32,6.95,7.67,0.99,0.47,2.22,1.43,9.22,1.78,2.35,7.06,7.81,1.65,0.44,0.30
2016-07-23 04:00:00,-0.02,0.16,0.02,0.00,0.00,0.00,1.58,0.09,11.26,166.87,28.03,7.11,7.88,0.99,0.48,2.52,1.48,9.63,1.84,2.29,7.50,9.37,1.55,0.33,0.28
2016-07-23 05:00:00,-0.02,0.15,0.02,0.00,0.00,0.00,1.54,0.10,10.40,173.59,28.25,7.18,7.93,0.99,0.47,2.54,1.43,9.38,1.85,2.38,7.08,8.59,1.66,0.43,0.40
2016-07-23 06:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.40,0.10,10.40,170.51,35.74,6.83,7.56,0.99,0.48,2.10,1.40,9.28,1.74,2.06,7.18,9.37,1.47,0.44,0.28
2016-07-23 07:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.38,0.09,11.26,165.65,28.84,6.76,7.46,0.99,0.47,2.19,1.31,9.13,1.67,2.04,7.38,9.37,1.56,0.29,0.34
2016-07-23 08:00:00,-0.02,0.13,0.02,0.00,0.00,0.00,1.44,0.10,10.40,168.03,33.25,6.91,7.67,0.99,0.48,2.35,1.33,9.18,1.69,2.31,7.02,8.59,1.74,0.37,0.40
2016-07-23 09:00:00,-0.02,0.13,0.02,0.00,0.00,0.00,1.43,0.09,11.26,164.30,34.04,6.59,7.44,0.99,0.52,2.04,1.29,8.99,1.57,2.06,6.98,9.38,1.59,0.27,0.25
2016-07-23 10:00:00,-0.02,0.14,0.02,0.00,0.00,0.00,1.51,0.10,10.40,169.53,39.79,6.46,7.23,0.99,0.50,2.10,1.45,8.92,1.68,1.97,7.16,9.38,1.36,0.34,0.34
2016-07-23 11:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.41,0.10,10.40,167.59,44.99,6.16,7.00,0.99,0.54,1.89,1.31,8.73,1.60,1.96,6.70,10.15,1.49,0.31,0.27
2016-07-23 12:00:00,-0.02,0.11,0.02,0.00,0.00,0.00,1.33,0.09,11.26,169.38,38.88,5.79,6.68,0.98,0.58,1.84,1.23,8.55,1.57,1.97,6.22,9.37,1.60,0.20,0.25
2016-07-23 13:00:00,-0.02,0.11,0.02,0.00,0.00,0.00,1.34,0.10,10.40,164.19,34.05,5.79,6.74,0.98,0.60,2.18,1.25,8.80,1.55,2.01,6.16,8.59,1.60,0.36,0.36
2016-07-23 14:00:00,-0.02,0.11,0.02,0.00,0.00,0.00,1.36,0.10,9.65,167.94,40.75,5.54,6.40,0.98,0.58,1.79,1.22,7.93,1.66,2.17,5.66,10.16,1.77,0.38,0.27
2016-07-23 15:00:00,-0.02,0.11,0.02,0.00,0.00,0.00,1.35,0.10,10.40,170.90,36.31,5.30,6.15,0.98,0.59,1.70,1.23,8.22,1.55,1.98,5.70,9.38,1.62,0.24,0.21
2016-07-23 16:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.40,0.09,11.26,160.90,40.01,5.42,6.27,0.98,0.58,1.79,1.32,7.99,1.76,2.37,5.68,7.81,1.80,0.29,0.12
2016-07-23 17:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.40,0.10,10.40,165.73,33.59,5.04,5.77,0.98,0.56,1.74,1.28,7.72,1.52,1.73,5.40,10.16,1.35,0.18,0.21
2016-07-23 18:00:00,-0.02,0.12,0.02,0.00,0.00,0.00,1.37,0.11,9.01,165.74,35.21,4.92,5.60,0.98,0.54,1.56,1.25,7.19,1.53,1.93,5.26,8.60,1.55,0.20,0.15
2016-07-23 19:00:00,-0.02,0.13,0.02,0.01,0.00,0.00,1.43,0.10,10.40,167.84,41.14,4.64,5.16,0.98,0.49,1.59,1.31,5.97,1.60,1.92,4.85,8.60,1.47,0.14,0.07
2016-07-23 20:00:00,-0.03,0.13,0.03,0.01,0.00,0.00,1.44,0.09,11.26,153.54,44.73,4.48,4.95,0.97,0.47,1.59,1.31,6.21,1.61,2.19,4.68,8.59,1.67,0.15,-0.02
2016-07-23 21:00:00,-0.03,0.15,0.03,0.01,0.00,0.00,1.53,0.24,4.22,86.59,27.95,4.53,4.96,0.98,0.45,1.88,1.39,5.44,1.70,2.17,4.62,7.81,1.56,0.19,0.09
2016-07-23 22:00:00,-0.03,0.15,0.03,0.01,0.00,0.00,1.56,0.13,7.95,184.57,39.60,4.50,4.95,0.97,0.46,1.59,1.37,5.75,1.77,2.71,4.58,4.69,1.98,0.25,-0.06
2016-07-23 23:00:00,-0.04,0.18,0.04,0.01,0.00,0.00,1.68,0.21,4.83,75.50,26.33,4.48,4.86,0.97,0.42,1.98,1.51,5.43,1.84,2.36,4.61,6.25,1.56,0.15,-0.14
2016-07-24 00:00:00,-0.04,0.18,0.04,0.01,0.00,0.00,1.71,0.19,5.20,80.04,27.17,4.62,5.01,0.98,0.42,2.23,1.53,5.53,1.90,2.41,4.57,6.25,1.57,0.15,-0.08
2016-07-24 01:00:00,-0.04,0.19,0.04,0.01,0.00,0.00,1.75,0.21,4.66,73.05,22.20,4.55,4.93,0.98,0.42,2.11,1.54,5.72,1.93,3.32,4.80,5.47,2.16,0.31,0.10
2016-07-24 02:00:00,-0.04,0.20,0.04,0.01,0.00,0.00,1.78,0.20,5.01,72.42,30.07,4.60,4.97,0.98,0.41,1.93,1.59,5.64,1.98,2.70,4.76,5.47,1.70,0.08,-0.16
2016-07-24 03:00:00,-0.04,0.20,0.04,0.01,0.00,0.00,1.79,0.19,5.20,64.99,24.11,4.62,4.96,0.98,0.39,2.42,1.63,5.60,2.02,3.16,4.82,5.47,1.94,0.21,-0.14
2016-07-24 04:00:00,-0.04,0.21,0.04,0.01,0.00,0.00,1.84,0.18,5.41,68.59,31.21,4.51,4.86,0.98,0.40,1.84,1.66,5.74,2.04,3.13,4.81,6.25,1.88,0.23,-0.01
2016-07-24 05:00:00,-0.04,0.21,0.04,0.01,0.00,0.00,1.82,0.18,5.63,63.10,22.16,4.61,4.92,0.98,0.37,2.51,1.74,5.39,2.26,3.47,4.68,7.03,2.00,0.28,-0.01
2016-07-24 06:00:00,-0.04,0.22,0.04,0.01,0.00,0.00,1.87,0.17,5.88,66.66,26.59,4.59,4.91,0.98,0.38,2.25,1.74,5.70,2.12,2.63,4.59,6.25,1.51,0.26,0.17
2016-07-24 07:00:00,-0.05,0.23,0.05,0.01,0.00,0.00,1.93,0.18,5.63,67.47,28.57,4.61,4.91,0.98,0.37,2.36,1.72,5.35,2.05,2.63,4.76,4.69,1.53,0.21,-0.01
2016-07-24 08:00:00,-0.05,0.25,0.05,0.01,0.00,0.00,1.99,0.18,5.63,66.61,27.32,4.66,4.98,0.98,0.38,2.14,1.87,5.46,2.28,2.74,4.82,4.69,1.46,0.27,0.23
2016-07-24 09:00:00,-0.05,0.26,0.05,0.01,0.00,0.00,2.03,0.17,5.88,71.20,23.13,4.80,5.11,0.98,0.37,2.80,1.90,5.60,2.46,3.12,4.85,6.25,1.64,0.24,0.02
2016-07-24 10:00:00,-0.04,0.21,0.04,0.01,0.00,0.00,1.82,0.17,5.88,65.55,27.16,4.65,4.99,0.98,0.39,2.11,1.69,5.74,2.21,2.82,4.81,7.03,1.67,0.36,0.07
2016-07-24 11:00:00,-0.05,0.26,0.05,0.01,0.00,0.00,2.03,0.17,5.88,71.46,21.45,4.69,5.00,0.98,0.37,2.87,1.81,5.66,2.27,3.00,4.82,4.68,1.65,0.29,0.18
2016-07-24 12:00:00,-0.05,0.24,0.05,0.01,0.00,0.00,1.95,0.16,6.14,70.68,20.48,4.72,5.04,0.98,0.38,2.32,1.85,5.74,2.31,3.41,4.87,6.25,1.84,0.32,0.06
2016-07-24 13:00:00,-0.04,0.20,0.04,0.01,0.00,0.00,1.82,0.18,5.63,66.08,24.72,4.70,5.05,0.98,0.39,2.27,1.69,5.63,2.03,2.63,4.79,5.46,1.55,0.25,0.04
2016-07-24 14:00:00,-0.05,0.27,0.05,0.01,0.00,0.00,2.07,0.16,6.14,71.60,24.64,4.88,5.19,0.98,0.36,2.52,1.86,5.65,2.26,2.83,4.89,6.25,1.52,0.25,0.16
2016-07-24 15:00:00,-0.05,0.23,0.05,0.01,0.00,0.00,1.93,0.17,5.88,63.47,25.17,4.78,5.10,0.98,0.37,2.04,1.79,5.88,2.16,2.55,4.99,6.25,1.42,0.23,0.05
2016-07-24 16:00:00,-0.04,0.22,0.04,0.01,0.00,0.00,1.89,0.16,6.14,73.22,23.78,4.81,5.13,0.98,0.37,2.35,1.78,5.60,2.10,2.79,5.09,5.47,1.57,0.24,-0.01
2016-07-24 17:00:00,-0.04,0.19,0.04,0.01,0.00,0.00,1.76,0.17,5.88,73.05,26.81,4.82,5.13,0.98,0.36,2.30,1.68,5.93,2.08,2.94,5.11,5.47,1.75,0.34,0.01
2016-07-24 18:00:00,-0.03,0.17,0.03,0.01,0.00,0.00,1.64,0.17,5.88,81.56,25.69,4.75,5.09,0.98,0.38,2.06,1.53,5.82,1.95,2.74,4.90,5.47,1.79,0.28,0.05
2016-07-24 19:00:00,-0.03,0.18,0.03,0.01,0.00,0.00,1.70,0.16,6.14,69.07,24.87,4.90,5.20,0.98,0.36,2.18,1.58,5.92,1.89,2.41,5.19,5.47,1.53,0.28,0.10
2016-07-24 20:00:00,-0.04,0.19,0.04,0.01,0.00,0.00,1.73,0.16,6.44,85.27,21.68,4.89,5.23,0.98,0.38,2.14,1.63,5.80,1.96,2.44,5.01,5.47,1.50,0.24,0.16
2016-07-24 21:00:00,-0.04,0.18,0.04,0.01,0.00,0.00,1.71,0.16,6.44,84.41,23.58,4.75,5.06,0.98,0.37,2.10,1.61,5.89,2.04,2.59,5.04,6.25,1.60,0.33,0.12
2016-07-24 22:00:00,-0.04,0.18,0.04,0.01,0.00,0.00,1.71,0.18,5.41,78.55,24.37,4.61,4.90,0.98,0.36,2.02,1.57,5.68,1.88,2.38,4.83,6.25,1.52,0.26,0.20
2016-07-24 23:00:00,-0.04,0.21,0.04,0.01,0.00,0.00,1.83,0.16,6.14,75.22,25.79,4.82,5.10,0.98,0.35,2.68,1.74,5.76,2.14,2.50,5.10,4.69,1.44,0.31,0.11
2016-07-25 00:00:00,-0.04,0.20,0.04,0.01,0.00,0.00,1.77,0.16,6.14,76.72,24.88,4.91,5.22,0.98,0.36,2.20,1.64,5.82,2.06,3.20,5.01,5.47,1.95,0.26,0.11
2016-07-25 01:00:00,-0.04,0.21,0.04,0.01,0.00,0.00,1.83,0.15,6.76,67.17,25.34,4.88,5.17,0.98,0.35,2.44,1.71,5.77,2.16,2.61,5.08,5.47,1.53,0.29,0.18
2016-07-25 02:00:00,-0.04,0.20,0.04,0.01,0.00,0.00,1.81,0.16,6.44,64.81,21.12,4.96,5.28,0.98,0.36,2.48,1.68,5.84,2.05,2.88,5.03,5.47,1.72,0.35,-0.02
2016-07-25 03:00:00,-0.04,0.20,0.04,0.01,0.00,0.00,1.80,0.16,6.44,65.49,24.59,4.86,5.17,0.98,0.36,2.26,1.68,5.82,1.99,2.29,5.01,5.47,1.36,0.15,0.04
2016-07-25 04:00:00,-0.04,0.21,0.04,0.01,0.00,0.00,1.84,0.16,6.14,66.15,17.24,4.99,5.27,0.98,0.34,2.97,1.72,5.92,2.09,2.70,5.07,4.69,1.57,0.45,0.25
2016-07-25 05:00:00,-0.03,0.16,0.03,0.01,0.00,0.00,1.58,0.17,5.88,74.73,23.35,4.79,5.08,0.98,0.35,2.39,1.48,5.59,1.76,2.29,5.04,6.25,1.55,0.25,0.10
2016-07-25 06:00:00,-0.02,0.12,0.02,0.01,0.00,0.00,1.40,0.17,5.88,69.98,24.73,4.69,5.00,0.98,0.37,2.20,1.30,5.71,1.59,1.89,4.79,5.47,1.46,0.32,0.04
2016-07-25 07:00:00,-0.02,0.11,0.02,0.01,0.00,0.00,1.34,0.17,5.88,79.90,25.46,4.66,4.97,0.98,0.37,2.06,1.22,5.63,1.49,1.78,4.81,5.47,1.46,0.32,0.06
2016-07-25 08:00:00,-0.02,0.10,0.02,0.00,0.00,0.00,1.26,0.16,6.44,74.37,26.19,4.69,5.01,0.98,0.37,2.12,1.16,5.70,1.47,1.87,4.77,5.47,1.61,0.25,0.20
2016-07-25 09:00:00,-0.02,0.09,0.02,0.00,0.00,0.00,1.22,0.16,6.14,81.05,24.29,4.84,5.21,0.98,0.40,1.98,1.10,5.92,1.42,1.97,4.98,5.47,1.80,0.23,0.10
2016-07-25 10:00:00,-0.02,0.09,0.02,0.00,0.00,0.00,1.20,0.18,5.63,78.65,25.23,4.75,5.09,0.98,0.38,2.18,1.08,5.71,1.42,1.86,4.89,5.47,1.72,0.33,0.04
2016-07-25 11:00:00,-0.02,0.08,0.02,0.00,0.00,0.00,1.16,0.16,6.14,78.10,20.97,4.73,5.08,0.98,0.39,1.82,1.08,5.82,1.32,1.57,5.01,6.26,1.46,0.23,0.10
2016-07-25 12:00:00,-0.01,0.07,0.01,0.00,0.00,0.00,1.06,0.17,5.88,83.87,23.00,4.67,5.00,0.98,0.38,1.88,0.99,5.74,1.21,1.65,4.82,5.46,1.66,0.13,0.02
2016-07-25 13:00:00,-0.01,0.08,0.01,0.00,0.00,0.00,1.11,0.16,6.14,85.61,25.40,4.80,5.17,0.98,0.40,1.85,1.02,5.79,1.28,1.62,5.16,6.25,1.58,0.21,0.01
2016-07-25 14:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,1.00,0.18,5.41,78.33,34.71,4.73,5.11,0.98,0.41,1.63,0.92,5.76,1.15,1.39,5.03,5.47,1.51,0.20,-0.02
2016-07-25 15:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,0.95,0.16,6.14,82.97,28.35,4.72,5.12,0.98,0.42,1.67,0.89,6.01,1.04,1.23,5.07,5.47,1.38,0.22,0.07
2016-07-25 16:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,0.96,0.16,6.14,80.68,26.74,4.81,5.27,0.98,0.45,1.68,0.91,6.26,1.12,1.53,5.06,8.60,1.69,0.24,0.14
2016-07-25 17:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,0.95,0.17,5.88,84.05,28.95,4.78,5.24,0.98,0.45,1.84,0.88,6.05,1.10,1.54,4.89,7.81,1.75,0.34,0.10
2016-07-25 18:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,0.95,0.16,6.44,76.79,32.39,4.82,5.28,0.98,0.45,1.67,0.89,6.29,1.11,1.46,4.96,5.47,1.65,0.28,0.15
2016-07-25 19:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,0.95,0.16,6.44,76.56,31.79,4.86,5.34,0.98,0.45,1.84,0.89,6.39,1.11,1.34,5.16,7.04,1.50,0.15,0.05
2016-07-25 20:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,0.97,0.17,5.88,76.41,29.00,4.92,5.34,0.98,0.42,1.93,0.90,6.19,1.11,1.43,5.17,5.47,1.59,0.22,-0.04
2016-07-25 21:00:00,-0.01,0.05,0.01,0.00,0.00,0.00,0.93,0.15,6.76,91.97,38.91,4.92,5.33,0.98,0.42,1.97,0.89,6.21,1.09,1.60,5.18,6.25,1.79,0.38,0.29
2016-07-25 22:00:00,-0.01,0.06,0.01,0.00,0.00,0.00,0.97,0.18,5.63,93.50,28.58,4.97,5.29,0.98,0.37,2.20,0.88,5.85,1.09,1.63,4.95,6.25,1.85,0.26,0.24
2016-07-25 23:00:00,-0.01,0.05,0.01,0.00,0.00,0.00,0.93,0.17,5.88,85.06,25.93,5.02,5.40,0.98,0.40,1.82,0.87,6.12,1.08,1.25,5.31,5.47,1.44,0.33,0.06
2016-07-26 00:00:00,-0.01,0.05,0.01,0.00,0.00,0.00,0.92,0.13,7.51,86.69,36.87,4.99,5.35,0.98,0.38,1.91,0.86,6.01,1.07,1.34,5.22,5.47,1.56,0.26,0.06
